id,price,airline,duration,travelDate,lookupDate
aY5J2vGYquSLU1JR9XRoIR004,291.95,B6,702,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00E,338.55,UA,794,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR003,339.60,SY,490,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR007,375.75,B6,598,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR001,382.25,B6,404,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR006,382.60,UA,581,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR008,405.72,B6,632,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00J,417.60,UA,686,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR002,428.10,UA,407,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00B,436.53,B6,606,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00C,453.15,B6,605,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00F,453.15,B6,701,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00I,493.72,B6,636,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR009,502.10,UA,539,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00A,502.10,UA,544,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00G,506.60,UA,597,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00K,506.60,UA,649,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR005,517.45,B6,409,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00D,618.10,VX,405,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
aY5J2vGYquSLU1JR9XRoIR00H,659.10,UA,395,"Thu, 26 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU001,273.10,B6,404,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU002,273.10,B6,409,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00B,306.60,AS,580,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU009,310.60,UA,527,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00C,310.60,UA,589,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU003,318.10,UA,395,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU005,318.10,UA,417,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU004,318.10,VX,405,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00H,335.60,UA,645,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00D,338.60,UA,545,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00J,350.60,UA,625,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00I,365.60,UA,585,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00E,365.60,UA,525,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU008,368.10,UA,419,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU006,368.10,UA,399,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU007,368.10,UA,407,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00F,376.60,B6,507,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00K,380.60,UA,565,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00A,428.10,UA,419,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
JVTu6vtrVwNTCOCdCOCWhU00G,498.10,UA,407,"Sun, 15 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0007,303.17,B6,716,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0001,330.26,B6,409,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0002,339.60,SY,490,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0004,376.60,SY,485,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0006,381.50,B6,606,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0003,444.66,B6,408,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000E,453.15,B6,702,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0009,453.15,B6,632,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000F,506.60,UA,592,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000C,506.60,UA,554,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0008,506.60,UA,496,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000A,506.60,UA,510,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000G,506.60,UA,606,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000H,506.60,UA,610,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000B,506.60,UA,524,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000I,506.60,UA,613,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000D,506.60,UA,556,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y0005,517.45,B6,406,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000K,533.60,AS,565,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
InyvjiP1i31UPW8NkJZ4Y000J,659.10,VX,405,"Fri, 27 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR001,168.10,B6,409,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR005,176.60,B6,598,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR006,215.60,VX,505,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00F,215.60,VX,625,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00A,216.62,B6,541,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00I,216.62,B6,644,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR002,238.10,B6,407,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR003,273.10,VX,405,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00H,274.60,SY,490,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00G,274.60,SY,485,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00J,280.60,UA,494,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR004,318.10,B6,408,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR009,338.10,UA,399,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00C,338.10,UA,419,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00B,338.10,UA,417,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR007,338.10,UA,395,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR008,338.10,UA,399,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00D,338.10,UA,419,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00E,368.10,VX,411,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
B7jssbmKmIPSio8DPUOJbR00K,388.10,UA,407,"Fri, 20 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:09 GMT"
4wDPfA3ZAvQVFTUHt9hzcD002,118.10,B6,408,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD001,118.10,B6,404,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD005,145.60,SY,485,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD006,145.60,SY,490,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00C,199.60,UA,543,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00H,230.60,UA,551,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00K,230.60,UA,623,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00G,230.60,UA,505,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD003,238.10,VX,405,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD004,238.10,VX,406,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00I,260.60,UA,521,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00J,281.60,VX,500,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD007,318.10,UA,395,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00E,318.10,UA,419,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00B,318.10,B6,409,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00A,318.10,UA,407,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD009,318.10,UA,399,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD008,318.10,UA,399,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00D,318.10,UA,417,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
4wDPfA3ZAvQVFTUHt9hzcD00F,318.10,UA,419,"Mon, 16 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7001,118.10,B6,404,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7002,118.10,B6,409,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7006,134.60,SY,490,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7005,134.60,SY,485,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700F,165.60,UA,623,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7003,168.10,VX,406,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7008,194.60,VX,500,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700H,199.60,UA,543,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700A,200.60,UA,522,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7004,207.09,B6,408,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700D,215.60,VX,495,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700G,215.60,UA,503,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7007,273.10,VX,405,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700E,318.10,UA,407,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700B,318.10,UA,399,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700K,318.10,UA,419,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700J,318.10,UA,419,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700I,318.10,UA,417,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d700C,318.10,UA,399,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
DCege96uDiUSrNNqz6R5d7009,318.10,UA,395,"Tue, 17 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO001,198.10,VX,411,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO002,207.09,B6,404,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO003,207.09,B6,409,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00C,216.62,B6,541,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00G,246.61,B6,701,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00D,246.61,B6,598,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00E,246.61,B6,605,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO004,273.10,B6,408,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00F,281.60,B6,552,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00I,281.60,B6,655,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00H,309.60,B6,558,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO006,318.10,UA,399,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO009,318.10,UA,407,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO005,318.10,UA,395,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO008,318.10,UA,407,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00B,318.10,UA,419,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO007,318.10,VX,405,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00A,318.10,UA,417,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00K,327.60,UA,576,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
OxmIstJb80MU91VnIxXUGO00J,337.60,UA,522,"Sun, 22 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N001,168.10,B6,404,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N002,198.10,VX,411,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N003,273.10,B6,408,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00E,294.60,UA,721,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00F,294.60,UA,746,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N008,319.60,B6,632,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N009,319.60,B6,702,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00G,329.60,UA,682,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00I,329.60,UA,719,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00C,329.60,UA,624,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00K,329.60,UA,737,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N004,338.10,UA,407,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N006,339.60,SY,490,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N005,368.10,VX,405,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00B,376.60,B6,598,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00D,394.60,VX,625,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N007,448.10,UA,411,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00H,471.60,UA,522,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00J,478.60,UA,523,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
HJfwJiUgk5DRhQNJPzoR6N00A,518.10,UA,395,"Sat, 21 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS005,134.60,SY,490,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS001,168.10,B6,404,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS002,168.10,B6,409,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS003,187.10,B6,408,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS009,196.60,B6,541,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS004,198.10,VX,406,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS00C,200.60,UA,542,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS00J,200.60,UA,589,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
IyERFoCUU8AUQRlqbFpMlS00H,215.60,UA,521,"Thu, 19 Nov 2015 05:00:00 GMT","Tue, 27 Oct 2015 18:40:10 GMT"
